event,time,gender,age,became_member_on,income,reward,difficulty,duration,offer_type,is_viewed,web_channel,mobile_channel,social_channel
offer completed,12,M,68,20170620,63000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,672,F,21,20161101,31000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,12,F,21,20161101,31000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,498,F,21,20161101,31000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,348,F,82,20160412,49000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,588,F,82,20160412,49000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,408,F,82,20160412,49000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,288,F,82,20160412,49000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,438,F,41,20160723,51000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,510,F,41,20160723,51000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,594,F,41,20160723,51000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,180,F,41,20160723,51000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,606,F,66,20151001,87000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,348,F,66,20151001,87000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,42,F,66,20151001,87000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,606,F,66,20151001,87000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,84,F,69,20170928,53000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,438,F,69,20170928,53000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,192,F,69,20170928,53000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,168,M,70,20171003,96000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,60,M,70,20171003,96000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,618,M,69,20150307,56000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,174,M,69,20150307,56000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,54,M,69,20150307,56000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,618,F,62,20180411,65000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,54,F,62,20180411,65000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,462,F,62,20180411,65000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,462,F,62,20180411,65000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,378,F,55,20170524,72000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,168,F,55,20170524,72000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,108,F,55,20170524,72000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,648,M,83,20141215,70000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,204,M,83,20141215,70000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,594,M,83,20141215,70000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,522,M,70,20160312,50000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,522,M,70,20160312,50000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,648,M,70,20160312,50000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,48,M,44,20170709,64000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,438,M,44,20170709,64000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,540,M,44,20170709,64000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,246,M,44,20170709,64000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,576,M,44,20170709,64000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,36,F,63,20171227,78000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,432,F,63,20171227,78000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,300,F,63,20171227,78000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,192,M,78,20170413,52000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,564,M,78,20170413,52000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,354,M,78,20170413,52000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,192,M,78,20170413,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,174,M,30,20170912,68000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,72,M,30,20170912,68000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,414,M,30,20170912,68000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,534,M,30,20170912,68000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,522,M,51,20150819,72000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,60,M,51,20150819,72000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,432,M,51,20150819,72000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,696,M,51,20150819,72000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,552,F,33,20151106,43000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,96,F,33,20151106,43000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,354,F,33,20151106,43000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,192,F,33,20151106,43000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,630,F,33,20180104,40000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,120,F,33,20180104,40000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,576,F,33,20180104,40000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,372,F,33,20180104,40000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,504,M,69,20130815,66000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,174,M,69,20130815,66000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,420,O,56,20170403,60000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,168,O,56,20170403,60000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,582,O,56,20170403,60000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,558,M,69,20160930,51000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,12,M,69,20160930,51000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,480,M,69,20160930,51000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,576,M,49,20170824,36000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,210,M,49,20170824,36000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,288,O,69,20170212,51000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,354,O,69,20170212,51000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,192,F,48,20180119,70000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,60,F,48,20180119,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,420,F,79,20141007,66000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,222,F,79,20141007,66000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,600,F,79,20141007,66000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,156,M,59,20171028,50000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,540,M,59,20171028,50000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,360,M,59,20171028,50000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,252,M,59,20171028,50000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,414,M,59,20171028,50000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,600,M,59,20171028,50000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,408,M,56,20160805,43000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,84,M,56,20160805,43000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,606,M,56,20160805,43000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,438,M,56,20160805,43000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,624,M,25,20170202,54000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,348,M,25,20170202,54000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,66,M,25,20170202,54000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,612,M,18,20180429,55000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,240,M,18,20180429,55000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,474,M,86,20180207,36000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,522,M,86,20180207,36000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,30,F,59,20170821,95000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,360,F,59,20170821,95000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,510,M,60,20170930,56000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,180,M,60,20170930,56000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,150,M,60,20170930,56000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,588,M,60,20170930,56000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,474,M,60,20170930,56000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,330,M,28,20180510,58000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,624,M,28,20180510,58000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,78,M,28,20180510,58000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,624,M,28,20180510,58000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,468,M,28,20180510,58000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,402,F,65,20171121,62000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,216,F,65,20171121,62000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,450,F,65,20171121,62000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,624,F,65,20171121,62000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,18,F,65,20171121,62000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,174,M,53,20151116,92000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,636,M,53,20151116,92000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,420,M,53,20151116,92000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,24,M,53,20151116,92000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,444,M,22,20150906,48000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,18,M,22,20150906,48000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,282,M,58,20180620,39000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,426,M,58,20180620,39000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,630,M,58,20180620,39000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,114,M,58,20180620,39000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,426,M,58,20180620,39000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,648,M,42,20150122,45000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,366,M,42,20150122,45000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,60,M,42,20150122,45000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,408,M,42,20150122,45000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,666,F,52,20160216,80000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,126,F,52,20160216,80000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,342,M,67,20180211,43000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,162,M,67,20180211,43000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,588,F,51,20170919,71000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,42,F,51,20170919,71000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,420,F,51,20170919,71000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,504,M,20,20140513,30000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,222,M,20,20140513,30000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,150,M,20,20140513,30000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,336,M,20,20140513,30000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,228,F,59,20160211,70000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,450,F,59,20160211,70000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,0,F,59,20160211,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,648,F,59,20160211,70000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,468,M,95,20171031,87000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,468,M,95,20171031,87000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,672,M,95,20171031,87000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,186,M,95,20171031,87000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,516,F,65,20170303,88000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,348,F,65,20170303,88000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,36,M,54,20170816,75000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,366,M,54,20170816,75000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,708,M,54,20170816,75000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,528,F,43,20180105,34000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,102,F,43,20180105,34000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,372,F,43,20180105,34000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,246,F,43,20180105,34000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,42,F,73,20160921,57000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,588,F,73,20160921,57000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,516,F,73,20160921,57000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,198,F,73,20160921,57000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,510,M,45,20180718,33000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,510,M,45,20180718,33000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,18,M,45,20180718,33000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,444,M,66,20171024,52000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,450,M,66,20171024,52000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,534,M,66,20171024,52000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,318,M,66,20171024,52000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,210,M,94,20180102,54000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,414,M,94,20180102,54000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,636,M,94,20180102,54000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,144,M,29,20171007,45000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,60,F,59,20180421,51000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,132,M,53,20180616,75000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,666,M,53,20180616,75000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,240,M,64,20171221,36000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,702,M,64,20171221,36000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,54,M,64,20171221,36000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,468,F,51,20160529,114000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,6,F,51,20160529,114000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,618,F,51,20160529,114000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,78,M,40,20170620,36000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,504,M,40,20170620,36000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,624,O,49,20150410,64000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,384,O,49,20150410,64000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,624,O,49,20150410,64000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,54,O,49,20150410,64000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,144,M,93,20160518,60000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,480,M,93,20160518,60000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,624,M,93,20160518,60000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,240,M,38,20170211,66000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,156,M,38,20170211,66000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,480,M,38,20170211,66000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,642,M,38,20170211,66000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,510,F,64,20151005,115000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,36,F,64,20151005,115000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,642,F,64,20151005,115000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,348,F,59,20170905,57000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,564,F,59,20170905,57000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,30,F,59,20170905,57000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,462,F,57,20171113,52000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,348,F,92,20180108,35000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,582,F,92,20180108,35000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,78,F,92,20180108,35000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,582,M,28,20170827,45000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,510,M,28,20170827,45000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,594,F,82,20180630,109000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,12,F,82,20180630,109000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,594,F,82,20180630,109000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,306,F,36,20171010,64000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,642,F,36,20171010,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,408,F,36,20171010,64000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,642,F,36,20171010,64000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,408,F,36,20171010,64000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,90,F,68,20150826,44000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,180,F,63,20151209,71000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,612,F,63,20151209,71000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,456,M,47,20160229,62000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,72,M,47,20160229,62000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,198,M,47,20160229,62000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,444,F,71,20160210,79000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,192,F,71,20160210,79000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,72,F,71,20160210,79000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,444,F,71,20160210,79000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,588,F,71,20160210,79000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,66,M,20,20180526,41000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,534,M,20,20180526,41000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,414,M,20,20180526,41000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,588,M,20,20180526,41000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,186,F,46,20180521,54000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,660,F,46,20180521,54000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,660,F,46,20180521,54000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,594,F,24,20180606,33000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,594,F,24,20180606,33000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,198,F,24,20180606,33000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,594,F,24,20180606,33000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,90,F,24,20180606,33000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,24,M,58,20140305,67000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,594,M,58,20140305,67000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,222,M,58,20140305,67000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,270,M,20,20180411,42000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,618,M,20,20180411,42000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,354,M,50,20140917,35000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,306,M,50,20140917,35000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,570,M,50,20140917,35000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,288,F,79,20160511,107000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,606,F,79,20160511,107000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,462,M,52,20171001,57000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,174,M,52,20171001,57000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,618,M,52,20171001,57000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
transaction,438,M,48,20180602,47000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,102,M,48,20180602,47000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,474,F,61,20161014,102000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,30,F,61,20161014,102000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,402,F,61,20161014,102000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,276,M,56,20180522,49000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,408,M,56,20180522,49000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,540,M,56,20180522,49000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,612,M,56,20180522,49000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,528,M,63,20180122,57000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,204,M,63,20180122,57000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,528,F,66,20170811,72000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,282,F,66,20170811,72000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,582,F,30,20160911,37000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,282,F,30,20160911,37000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,78,F,30,20160911,37000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,582,F,30,20160911,37000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,180,F,62,20180127,80000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,642,F,62,20180127,80000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,90,F,62,20180127,80000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,438,F,62,20180127,80000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,534,M,93,20171017,52000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,588,M,93,20171017,52000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,48,M,93,20171017,52000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,468,F,59,20151230,119000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,582,F,59,20151230,119000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,78,F,59,20151230,119000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,462,M,30,20171202,41000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,228,M,30,20171202,41000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,54,F,57,20171201,66000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,504,F,57,20171201,66000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,504,F,57,20171201,66000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,360,M,53,20180226,50000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,708,M,53,20180226,50000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,240,M,53,20180226,50000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,96,M,53,20180226,50000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,72,F,48,20171212,51000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,294,F,48,20171212,51000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,456,F,48,20171212,51000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,360,F,46,20170125,88000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,594,F,46,20170125,88000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,0,F,46,20170125,88000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,360,F,46,20170125,88000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,438,F,46,20170125,88000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,594,F,46,20170125,88000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,600,F,50,20131211,44000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,96,F,50,20131211,44000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,510,F,50,20131211,44000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,360,F,50,20131211,44000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,408,F,50,20131211,44000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,264,M,31,20170802,49000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,36,M,31,20170802,49000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,444,F,47,20151211,55000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,666,F,47,20151211,55000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,90,F,47,20151211,55000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,228,F,47,20151211,55000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,450,F,38,20170809,60000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,84,F,38,20170809,60000.0,0.0,0.0,4.0,informational,0.0,1,1,0
